
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
391.313,um,Surface,Distance from Origin,12,1000019064,19202,
378.949,um,Surface,Distance from Origin,12,1000018788,19203,
410.661,um,Surface,Distance from Origin,12,1000019109,19204,
407.239,um,Surface,Distance from Origin,12,1000018759,19205,
404.084,um,Surface,Distance from Origin,12,1000019108,19206,
389.347,um,Surface,Distance from Origin,12,1000018760,19207,
379.979,um,Surface,Distance from Origin,12,1000018858,19208,
394.344,um,Surface,Distance from Origin,12,1000019114,19209,
391.561,um,Surface,Distance from Origin,12,1000018816,19210,
388.608,um,Surface,Distance from Origin,12,1000018970,19211,
394.866,um,Surface,Distance from Origin,12,1000018930,19212,
390.517,um,Surface,Distance from Origin,12,1000018761,19213,
392.904,um,Surface,Distance from Origin,12,1000018762,19214,
401.479,um,Surface,Distance from Origin,12,1000018933,19215,
417.871,um,Surface,Distance from Origin,12,1000019216,19216,
437.426,um,Surface,Distance from Origin,12,1000018764,19217,
443.482,um,Surface,Distance from Origin,12,1000018978,19218,
431.968,um,Surface,Distance from Origin,12,1000018766,19219,
464.313,um,Surface,Distance from Origin,12,1000018768,19220,
481.257,um,Surface,Distance from Origin,12,1000018799,19221,
494.757,um,Surface,Distance from Origin,12,1000018904,19222,
