
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
5048,,Surface,5,Image 1,13,1000019108,19246,
3610,,Surface,5,Image 1,13,1000018759,19247,
2805,,Surface,5,Image 1,13,1000018816,19248,
3429,,Surface,5,Image 1,13,1000018760,19249,
2444,,Surface,5,Image 1,13,1000019114,19250,
5210,,Surface,5,Image 1,13,1000018970,19251,
1815,,Surface,5,Image 1,13,1000018930,19252,
5364,,Surface,5,Image 1,13,1000018761,19253,
3127,,Surface,5,Image 1,13,1000018762,19254,
510,,Surface,5,Image 1,13,1000018933,19255,
8781,,Surface,5,Image 1,13,1000019216,19256,
3266,,Surface,5,Image 1,13,1000018764,19257,
3983,,Surface,5,Image 1,13,1000018978,19258,
3816,,Surface,5,Image 1,13,1000018766,19259,
6734,,Surface,5,Image 1,13,1000018799,19260,
510,,Surface,5,Image 1,13,1000018904,19261,
3824,,Surface,5,Image 1,13,1000018770,19262,
9193,,Surface,5,Image 1,13,1000019152,19263,
10930,,Surface,5,Image 1,13,1000019150,19264,
977,,Surface,5,Image 1,13,1000018996,19265,
1221,,Surface,5,Image 1,13,1000019180,19266,
6474,,Surface,5,Image 1,13,1000019133,19267,
885,,Surface,5,Image 1,13,1000019087,19268,
1020,,Surface,5,Image 1,13,1000018773,19269,
255,,Surface,5,Image 1,13,1000019003,19270,
2569,,Surface,5,Image 1,13,1000019271,19271,
402,,Surface,5,Image 1,13,1000019004,19272,
727,,Surface,5,Image 1,13,1000018774,19273,
2765,,Surface,5,Image 1,13,1000019049,19274,
3810,,Surface,5,Image 1,13,1000019007,19275,
2912,,Surface,5,Image 1,13,1000019191,19276,
